reportDay,snapshotTs,daySnapshotRowCount,invoiceId,customerId,customerName,invoiceDate,amount
2026-03-09,2026-03-09T00:00:00.000Z,771,202600327,1034704,Allied Air Enterprises,2026-01-22,556.59
2026-03-09,2026-03-09T00:00:00.000Z,771,202600459,1034704,Allied Air Enterprises,2026-01-30,556.59
2026-03-09,2026-03-09T00:00:00.000Z,771,202600455,1669601,Otis Elevator Company,2026-01-30,554.40
2026-03-09,2026-03-09T00:00:00.000Z,771,202600464,1520801,Lennox Industries,2026-01-30,554.40
2026-03-09,2026-03-09T00:00:00.000Z,771,202600864,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-19,551.40
2026-03-09,2026-03-09T00:00:00.000Z,771,202601062,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-27,547.74
2026-03-09,2026-03-09T00:00:00.000Z,771,202600991,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-24,534.96
2026-03-09,2026-03-09T00:00:00.000Z,771,202600875,1520802,Lennox Industries Mfg Plant,2026-02-20,533.28
2026-03-09,2026-03-09T00:00:00.000Z,771,202600906,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-23,521.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202601012,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-25,521.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202601172,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-04,521.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202600425,1577102,Modine Mfg Co. - TN,2026-01-29,520.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202600940,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-20,516.48
2026-03-09,2026-03-09T00:00:00.000Z,771,202600970,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-24,515.52
2026-03-09,2026-03-09T00:00:00.000Z,771,202601201,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-05,515.52
2026-03-09,2026-03-09T00:00:00.000Z,771,202600945,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-20,504.74
2026-03-09,2026-03-09T00:00:00.000Z,771,202601011,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-25,504.74
2026-03-09,2026-03-09T00:00:00.000Z,771,202601073,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-27,504.74
2026-03-09,2026-03-09T00:00:00.000Z,771,202601171,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-04,504.74
2026-03-09,2026-03-09T00:00:00.000Z,771,202601247,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-06,504.74
2026-03-09,2026-03-09T00:00:00.000Z,771,202600988,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-24,494.13
2026-03-09,2026-03-09T00:00:00.000Z,771,202507773,1577106,Modine Mfg Co. - MO,2025-12-16,487.92
2026-03-09,2026-03-09T00:00:00.000Z,771,202601189,1319904,Daikin Parts Distribution Center,2026-03-05,487.76
2026-03-09,2026-03-09T00:00:00.000Z,771,202601191,1319904,Daikin Parts Distribution Center,2026-03-05,487.76
2026-03-09,2026-03-09T00:00:00.000Z,771,202600857,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-19,480.80
2026-03-09,2026-03-09T00:00:00.000Z,771,202600998,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-25,480.80
2026-03-09,2026-03-09T00:00:00.000Z,771,202601226,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-06,480.80
2026-03-09,2026-03-09T00:00:00.000Z,771,202600271,1520802,Lennox Industries Mfg Plant,2026-01-20,479.70
2026-03-09,2026-03-09T00:00:00.000Z,771,202601060,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-27,478.13
2026-03-09,2026-03-09T00:00:00.000Z,771,202601068,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-27,462.50
2026-03-09,2026-03-09T00:00:00.000Z,771,202601243,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-06,462.50
2026-03-09,2026-03-09T00:00:00.000Z,771,202507622,1456501,Jakel Motors - Regal Beloit,2025-12-08,458.40
2026-03-09,2026-03-09T00:00:00.000Z,771,202507732,1456501,Jakel Motors - Regal Beloit,2025-12-15,458.40
2026-03-09,2026-03-09T00:00:00.000Z,771,202507737,1456501,Jakel Motors - Regal Beloit,2025-12-15,458.40
2026-03-09,2026-03-09T00:00:00.000Z,771,202600042,1456501,Jakel Motors - Regal Beloit,2026-01-06,458.40
2026-03-09,2026-03-09T00:00:00.000Z,771,202600133,1456501,Jakel Motors - Regal Beloit,2026-01-12,458.40
2026-03-09,2026-03-09T00:00:00.000Z,771,202600330,1456501,Jakel Motors - Regal Beloit,2026-01-22,458.40
2026-03-09,2026-03-09T00:00:00.000Z,771,202600451,1456501,Jakel Motors - Regal Beloit,2026-01-30,458.40
2026-03-09,2026-03-09T00:00:00.000Z,771,202601153,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-03,453.60
2026-03-09,2026-03-09T00:00:00.000Z,771,202601050,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-27,432.04
2026-03-09,2026-03-09T00:00:00.000Z,771,202600944,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-20,429.86
2026-03-09,2026-03-09T00:00:00.000Z,771,202600975,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-24,429.86
2026-03-09,2026-03-09T00:00:00.000Z,771,202601183,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-04,419.90
2026-03-09,2026-03-09T00:00:00.000Z,771,202601161,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-04,412.92
2026-03-09,2026-03-09T00:00:00.000Z,771,202601051,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-27,408.10
2026-03-09,2026-03-09T00:00:00.000Z,771,202601005,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-25,398.60
2026-03-09,2026-03-09T00:00:00.000Z,771,202601034,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-26,387.36
2026-03-09,2026-03-09T00:00:00.000Z,771,202601004,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-25,382.50
2026-03-09,2026-03-09T00:00:00.000Z,771,202601031,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-26,382.50
2026-03-09,2026-03-09T00:00:00.000Z,771,202600953,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-20,376.80
2026-03-09,2026-03-09T00:00:00.000Z,771,202601021,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-25,376.80
2026-03-09,2026-03-09T00:00:00.000Z,771,202601020,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-25,373.25
2026-03-09,2026-03-09T00:00:00.000Z,771,202600942,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-20,369.90
2026-03-09,2026-03-09T00:00:00.000Z,771,202601067,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-27,369.90
2026-03-09,2026-03-09T00:00:00.000Z,771,202600130,1520804,LII Mexico Holdings LTD,2026-01-12,369.60
2026-03-09,2026-03-09T00:00:00.000Z,771,202600951,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-20,367.42
2026-03-09,2026-03-09T00:00:00.000Z,771,202601149,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-03,367.42
2026-03-09,2026-03-09T00:00:00.000Z,771,202601158,1577106,Modine Mfg Co. - MO,2026-03-04,367.20
2026-03-09,2026-03-09T00:00:00.000Z,771,202600867,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-19,362.25
2026-03-09,2026-03-09T00:00:00.000Z,771,202601122,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-02,362.25
2026-03-09,2026-03-09T00:00:00.000Z,771,202601179,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-04,356.64
2026-03-09,2026-03-09T00:00:00.000Z,771,202601258,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-06,356.64
2026-03-09,2026-03-09T00:00:00.000Z,771,202601017,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-25,346.80
2026-03-09,2026-03-09T00:00:00.000Z,771,202601037,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-26,346.80
2026-03-09,2026-03-09T00:00:00.000Z,771,202601208,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-05,346.80
2026-03-09,2026-03-09T00:00:00.000Z,771,202600893,1822002,Sumitomo Electronics Lightwave,2026-02-23,343.50
2026-03-09,2026-03-09T00:00:00.000Z,771,202600865,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-19,342.30
2026-03-09,2026-03-09T00:00:00.000Z,771,202600947,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-20,342.30
2026-03-09,2026-03-09T00:00:00.000Z,771,202600977,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-24,342.30
2026-03-09,2026-03-09T00:00:00.000Z,771,202601014,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-25,342.30
2026-03-09,2026-03-09T00:00:00.000Z,771,202601074,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-27,342.30
2026-03-09,2026-03-09T00:00:00.000Z,771,202600753,1319903,Daikin - SLP MX,2026-02-16,342.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202601177,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-04,338.24
2026-03-09,2026-03-09T00:00:00.000Z,771,202601107,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-02,333.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202600954,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-20,329.28
2026-03-09,2026-03-09T00:00:00.000Z,771,202601133,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-03,324.10
2026-03-09,2026-03-09T00:00:00.000Z,771,202601233,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-06,321.98
2026-03-09,2026-03-09T00:00:00.000Z,771,202601007,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-25,319.50
2026-03-09,2026-03-09T00:00:00.000Z,771,202600903,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-23,304.20
2026-03-09,2026-03-09T00:00:00.000Z,771,202600941,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-20,304.20
2026-03-09,2026-03-09T00:00:00.000Z,771,202600972,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-24,304.20
2026-03-09,2026-03-09T00:00:00.000Z,771,202601065,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-27,304.20
2026-03-09,2026-03-09T00:00:00.000Z,771,202601115,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-02,304.20
2026-03-09,2026-03-09T00:00:00.000Z,771,202601168,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-04,304.20
2026-03-09,2026-03-09T00:00:00.000Z,771,202601241,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-06,304.20
2026-03-09,2026-03-09T00:00:00.000Z,771,202600948,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-20,302.64
2026-03-09,2026-03-09T00:00:00.000Z,771,202601035,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-26,302.64
2026-03-09,2026-03-09T00:00:00.000Z,771,202601121,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-02,302.64
2026-03-09,2026-03-09T00:00:00.000Z,771,202601147,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-03,302.64
2026-03-09,2026-03-09T00:00:00.000Z,771,202601206,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-05,302.64
2026-03-09,2026-03-09T00:00:00.000Z,771,202601126,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-02,302.06
2026-03-09,2026-03-09T00:00:00.000Z,771,202600702,1577106,Modine Mfg Co. - MO,2026-02-12,298.20
2026-03-09,2026-03-09T00:00:00.000Z,771,202600149,1577118,Modine Mfg Co. - Texas,2026-01-13,294.40
2026-03-09,2026-03-09T00:00:00.000Z,771,202600454,1577118,Modine Mfg Co. - Texas,2026-01-30,294.40
2026-03-09,2026-03-09T00:00:00.000Z,771,202600868,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-19,292.60
2026-03-09,2026-03-09T00:00:00.000Z,771,202600909,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-23,292.60
2026-03-09,2026-03-09T00:00:00.000Z,771,202600949,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-20,292.60
2026-03-09,2026-03-09T00:00:00.000Z,771,202601016,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-25,292.60
2026-03-09,2026-03-09T00:00:00.000Z,771,202601140,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-03,286.88
2026-03-09,2026-03-09T00:00:00.000Z,771,202601071,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-27,286.57
2026-03-09,2026-03-09T00:00:00.000Z,771,202601246,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-06,286.57
2026-03-09,2026-03-09T00:00:00.000Z,771,202601200,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-05,273.87
2026-03-09,2026-03-09T00:00:00.000Z,771,202601142,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-03,258.24
2026-03-09,2026-03-09T00:00:00.000Z,771,202600933,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-20,258.20
2026-03-09,2026-03-09T00:00:00.000Z,771,202600961,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-20,254.40
2026-03-09,2026-03-09T00:00:00.000Z,771,202601254,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-06,251.20
2026-03-09,2026-03-09T00:00:00.000Z,771,202601127,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-02,250.96
2026-03-09,2026-03-09T00:00:00.000Z,771,0,1852803,Triangle Manufacturing Company,,248.94
2026-03-09,2026-03-09T00:00:00.000Z,771,202601209,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-05,244.94
2026-03-09,2026-03-09T00:00:00.000Z,771,202600928,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-20,243.88
2026-03-09,2026-03-09T00:00:00.000Z,771,202601049,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-27,243.88
2026-03-09,2026-03-09T00:00:00.000Z,771,202601227,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-06,243.88
2026-03-09,2026-03-09T00:00:00.000Z,771,202600894,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-23,240.40
2026-03-09,2026-03-09T00:00:00.000Z,771,202601048,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-27,240.40
2026-03-09,2026-03-09T00:00:00.000Z,771,202601106,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-02,240.40
2026-03-09,2026-03-09T00:00:00.000Z,771,202601162,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-04,240.40
2026-03-09,2026-03-09T00:00:00.000Z,771,202507110,1577102,Modine Mfg Co. - TN,2025-11-03,238.56
2026-03-09,2026-03-09T00:00:00.000Z,771,202601148,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-03,231.20
2026-03-09,2026-03-09T00:00:00.000Z,771,202600871,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-19,226.80
2026-03-09,2026-03-09T00:00:00.000Z,771,202601024,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-25,226.80
2026-03-09,2026-03-09T00:00:00.000Z,771,202601038,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-26,226.80
2026-03-09,2026-03-09T00:00:00.000Z,771,202601129,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-02,226.80
2026-03-09,2026-03-09T00:00:00.000Z,771,202601181,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-04,226.80
2026-03-09,2026-03-09T00:00:00.000Z,771,202601212,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-05,226.80
2026-03-09,2026-03-09T00:00:00.000Z,771,202601214,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-05,209.95
2026-03-09,2026-03-09T00:00:00.000Z,771,202601132,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-03,206.46
2026-03-09,2026-03-09T00:00:00.000Z,771,202601225,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-06,206.46
2026-03-09,2026-03-09T00:00:00.000Z,771,202600937,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-20,199.30
2026-03-09,2026-03-09T00:00:00.000Z,771,202601010,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-25,198.43
2026-03-09,2026-03-09T00:00:00.000Z,771,202601072,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-27,198.43
2026-03-09,2026-03-09T00:00:00.000Z,771,202600984,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-24,193.36
2026-03-09,2026-03-09T00:00:00.000Z,771,202600936,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-20,191.25
2026-03-09,2026-03-09T00:00:00.000Z,771,202601082,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-27,180.90
2026-03-09,2026-03-09T00:00:00.000Z,771,202601083,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-27,178.32
2026-03-09,2026-03-09T00:00:00.000Z,771,202600999,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-25,177.30
2026-03-09,2026-03-09T00:00:00.000Z,771,202601134,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-03,177.30
2026-03-09,2026-03-09T00:00:00.000Z,771,202601184,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-04,176.94
2026-03-09,2026-03-09T00:00:00.000Z,771,202600952,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-20,174.16
2026-03-09,2026-03-09T00:00:00.000Z,771,202600982,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-24,174.16
2026-03-09,2026-03-09T00:00:00.000Z,771,202601077,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-27,174.16
2026-03-09,2026-03-09T00:00:00.000Z,771,202600896,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-23,165.30
2026-03-09,2026-03-09T00:00:00.000Z,771,202600930,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-20,165.30
2026-03-09,2026-03-09T00:00:00.000Z,771,202601000,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-25,165.30
2026-03-09,2026-03-09T00:00:00.000Z,771,202601229,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-06,165.30
2026-03-09,2026-03-09T00:00:00.000Z,771,202600870,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-19,164.71
2026-03-09,2026-03-09T00:00:00.000Z,771,202600914,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-23,164.71
2026-03-09,2026-03-09T00:00:00.000Z,771,202600957,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-20,164.71
2026-03-09,2026-03-09T00:00:00.000Z,771,202601255,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-06,164.71
2026-03-09,2026-03-09T00:00:00.000Z,771,202600913,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-23,164.64
2026-03-09,2026-03-09T00:00:00.000Z,771,202600985,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-24,164.64
2026-03-09,2026-03-09T00:00:00.000Z,771,202601136,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-03,160.99
2026-03-09,2026-03-09T00:00:00.000Z,771,202600955,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-20,156.90
2026-03-09,2026-03-09T00:00:00.000Z,771,202600986,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-24,156.90
2026-03-09,2026-03-09T00:00:00.000Z,771,202600956,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-20,156.88
2026-03-09,2026-03-09T00:00:00.000Z,771,202600987,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-24,156.88
2026-03-09,2026-03-09T00:00:00.000Z,771,202601022,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-25,156.88
2026-03-09,2026-03-09T00:00:00.000Z,771,202600863,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-19,154.05
2026-03-09,2026-03-09T00:00:00.000Z,771,202601008,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-25,154.05
2026-03-09,2026-03-09T00:00:00.000Z,771,202601144,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-03,154.05
2026-03-09,2026-03-09T00:00:00.000Z,771,20188470,1577118,Modine Mfg Co. - Texas,,152.79
2026-03-09,2026-03-09T00:00:00.000Z,771,202600979,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-24,146.30
2026-03-09,2026-03-09T00:00:00.000Z,771,202601207,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-05,146.30
2026-03-09,2026-03-09T00:00:00.000Z,771,202601250,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-06,146.30
2026-03-09,2026-03-09T00:00:00.000Z,771,202600917,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-23,145.50
2026-03-09,2026-03-09T00:00:00.000Z,771,202601090,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-27,145.50
2026-03-09,2026-03-09T00:00:00.000Z,771,202601156,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-03,145.50
2026-03-09,2026-03-09T00:00:00.000Z,771,202601264,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-06,145.50
2026-03-09,2026-03-09T00:00:00.000Z,771,202601009,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-25,143.29
2026-03-09,2026-03-09T00:00:00.000Z,771,202601145,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-03,143.29
2026-03-09,2026-03-09T00:00:00.000Z,771,202601170,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-04,143.29
2026-03-09,2026-03-09T00:00:00.000Z,771,202601253,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-06,132.24
2026-03-09,2026-03-09T00:00:00.000Z,771,CR0000000452,1577106,Modine Mfg Co. - MO,,127.50
2026-03-09,2026-03-09T00:00:00.000Z,771,202601087,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-27,127.20
2026-03-09,2026-03-09T00:00:00.000Z,771,202601213,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-05,127.20
2026-03-09,2026-03-09T00:00:00.000Z,771,202601261,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-06,127.20
2026-03-09,2026-03-09T00:00:00.000Z,771,202600983,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-24,125.60
2026-03-09,2026-03-09T00:00:00.000Z,771,202601125,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-02,125.60
2026-03-09,2026-03-09T00:00:00.000Z,771,202601150,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-03,125.60
2026-03-09,2026-03-09T00:00:00.000Z,771,202601210,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-05,125.60
2026-03-09,2026-03-09T00:00:00.000Z,771,202601018,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-25,122.47
2026-03-09,2026-03-09T00:00:00.000Z,771,202601176,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-04,122.47
2026-03-09,2026-03-09T00:00:00.000Z,771,202600869,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-19,115.60
2026-03-09,2026-03-09T00:00:00.000Z,771,202601175,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-04,115.60
2026-03-09,2026-03-09T00:00:00.000Z,771,202601029,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-26,107.33
2026-03-09,2026-03-09T00:00:00.000Z,771,202601056,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-27,107.33
2026-03-09,2026-03-09T00:00:00.000Z,771,202601197,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-05,107.33
2026-03-09,2026-03-09T00:00:00.000Z,771,202601232,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-06,103.28
2026-03-09,2026-03-09T00:00:00.000Z,771,202600992,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-24,98.69
2026-03-09,2026-03-09T00:00:00.000Z,771,202601151,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-03,96.68
2026-03-09,2026-03-09T00:00:00.000Z,771,202601178,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-04,96.68
2026-03-09,2026-03-09T00:00:00.000Z,771,202600860,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-19,95.63
2026-03-09,2026-03-09T00:00:00.000Z,771,202601236,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-06,95.63
2026-03-09,2026-03-09T00:00:00.000Z,771,202601081,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-27,85.75
2026-03-09,2026-03-09T00:00:00.000Z,771,CR0000000458,1577106,Modine Mfg Co. - MO,,85.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202600756,1319903,Daikin - SLP MX,2026-02-16,82.65
2026-03-09,2026-03-09T00:00:00.000Z,771,202601187,1319904,Daikin Parts Distribution Center,2026-03-05,68.05
2026-03-09,2026-03-09T00:00:00.000Z,771,202601190,1319904,Daikin Parts Distribution Center,2026-03-05,68.05
2026-03-09,2026-03-09T00:00:00.000Z,771,202600911,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-23,66.12
2026-03-09,2026-03-09T00:00:00.000Z,771,202601019,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-25,66.12
2026-03-09,2026-03-09T00:00:00.000Z,771,202601124,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-02,66.12
2026-03-09,2026-03-09T00:00:00.000Z,771,202601055,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-27,51.64
2026-03-09,2026-03-09T00:00:00.000Z,771,202601108,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-02,51.64
2026-03-09,2026-03-09T00:00:00.000Z,771,202205613,1319905,"Daikin Comfort Technologies Mfg., Inc.",2022-07-29,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202302111,1319905,"Daikin Comfort Technologies Mfg., Inc.",2023-06-19,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202202818,1577106,Modine Mfg Co. - MO,2022-04-13,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,20187602,1319905,"Daikin Comfort Technologies Mfg., Inc.",2018-10-22,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,108842,1275203,Fasco Piedras Negras RBC,2017-01-05,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,116112,1319905,"Daikin Comfort Technologies Mfg., Inc.",2017-08-21,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,20181726,1319905,"Daikin Comfort Technologies Mfg., Inc.",2018-04-24,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,20186894,1319905,"Daikin Comfort Technologies Mfg., Inc.",2018-10-01,0.00
